Question,Answer,Comment,Instruction,Render as
"刈,||かる||","cut, clip, shear, reap, trim, prune","",Guess the meaning of the Kunyomi reading,Text
"mat counter [**On**]","畳,ジョウ","Kunyomi: たたむ,たたみ = fold, fold up, furl, shut up, shut, wind up (affairs), do away with, kill, bear in mind,folding, collapsible",Guess the romaji equivalent of the Onyomi reading,Text
"shield, buckler, escutcheon, pretext [**On**]","盾,ジュン","Kunyomi: たて = shield, buckler, escutcheon, pretext",Guess the romaji equivalent of the Onyomi reading,Text
"ask, request, entreat, appeal, entrust to, commission, employ, call in, depend on, have recourse to, trust in [**On**]","頼,ライ","Kunyomi: たのむ,たのもしい,たよる = ask, request, entreat, appeal, entrust to, commission, employ, call in, depend on, have recourse to, trust in,rely on, have recourse to,reliable, trustworthy, hopeful",Guess the romaji equivalent of the Onyomi reading,Text
"keeping silence [**On**]","黙,モク","Kunyomi: だまる = become silent, stop speaking, say nothing",Guess the romaji equivalent of the Onyomi reading,Text
"play, sport, frolic, joke, flirt with [**On**]","戯,ギ","Kunyomi: たわむれる = play, sport, frolic, joke, flirt with",Guess the romaji equivalent of the Onyomi reading,Text
"differ, vary, disagree with, be mistaken, cross or pass (someone), No (negation) [**On**]","違,イ","Kunyomi: ちがう,ちがえる = differ, vary, disagree with, be mistaken, cross or pass (someone), No (negation), change, alter, disguise, make a mistake, break (a promise), sprain, dislocate, cross (two sticks)",Guess the romaji equivalent of the Onyomi reading,Text
"send, dispatch, give, donate, bestow on, do for (someone) [**On**]","遣,ケン","Kunyomi: つかう,つかわす = send, dispatch, give, donate, bestow on, do for (someone), use, handle, manipulate, employ, need, want, spend, consume, speak (English), practice (fencing), take (one’s lunch), circulate (bad money)",Guess the romaji equivalent of the Onyomi reading,Text
"get tired, grow weary [**On**]","疲,ヒ","Kunyomi: つかれる = get tired, grow weary",Guess the romaji equivalent of the Onyomi reading,Text
"succeed to, inherit, follow, patch, graft (trees), tell [**On**]","継,ケイ","Kunyomi: つぐ = succeed to, inherit, follow, patch, graft (trees), tell",Guess the romaji equivalent of the Onyomi reading,Text
"protruding, thrusting [**On**]","突,トツ","Kunyomi: つく = thrust, pierce, spear, stab, prick, gore, lunge at, push, poke, strike (a bell), attack, strike (at the heart), brave (a storm), be pungent, strike against, (words) rush (to one's lips)",Guess the romaji equivalent of the Onyomi reading,Text
"use up, run out of, exhaust, serve, befriend, work for, endeavor, do (one's duty),last day of the month [**On**]","尽,ジン","Kunyomi: つくす,つきる,つかす = use up, run out of, exhaust, serve, befriend, work for, endeavor, do (one's duty),become exhausted, be consumed, spend, end",Guess the romaji equivalent of the Onyomi reading,Text
"be discreet, be careful, be prudent, be cautious, restrain oneself, be moderate [**On**]","慎,シン","Kunyomi: つつしむ = be discreet, be careful, be prudent, be cautious, restrain oneself, be moderate",Guess the romaji equivalent of the Onyomi reading,Text
"dike, bank, embankment [**On**]","堤,テイ","Kunyomi: つつみ = dike, bank, embankment",Guess the romaji equivalent of the Onyomi reading,Text
"drum [**On**]","鼓,コ","Kunyomi: つづみ = drum",Guess the romaji equivalent of the Onyomi reading,Text
"wing, plane, flank [**On**]","翼,ヨク","Kunyomi: つばさ = wings",Guess the romaji equivalent of the Onyomi reading,Text
"grain, drop [**On**]","粒,リュウ","Kunyomi: つぶ = grain, drop, counter for tiny particles",Guess the romaji equivalent of the Onyomi reading,Text
"pick, pinch, hold in the fingers, summarize [**On**]","摘,テキ","Kunyomi: つむ = pick, pluck, pull out, trim, clip, nip, gather",Guess the romaji equivalent of the Onyomi reading,Text
"be pressed in, be packed, become close, be checkmated [**On**]","詰,キツ","Kunyomi: つめる,つまる,つむ = be pressed in, be packed, become close, be checkmated, stuff, fill, pack, plug, place closely, write closely, sit closely, shorten, curtail, checkmate, keep doing, hold (one’s breath), attend (office), be stopped up, be blocked, be full, be stuffed, be shortened, contract, be hard up, be held up, be deadlocked",Guess the romaji equivalent of the Onyomi reading,Text
"dew, Russia [**On**]","露,ロ,ロウ","Kunyomi: つゆ = dew, dewdrops, tears, mortality, flimsiness, (with neg.) not a bit",Guess the romaji equivalent of the Onyomi reading,Text
"sword, saber, blade, bayonet, sting, clock hand [**On**]","剣,ケン","Kunyomi: つるぎ = sword",Guess the romaji equivalent of the Onyomi reading,Text
"melt, dissolve, thaw [**On**]","溶,ヨウ","Kunyomi: とける,とかす,とく = melt, dissolve, thaw,liquefy, melt",Guess the romaji equivalent of the Onyomi reading,Text
"bed, floor [**On**]","床,ショウ","Kunyomi: とこ,ゆか = bed, sickbed, floor, alcove, padding",Guess the romaji equivalent of the Onyomi reading,Text
"neighboring [**On**]","隣,リン","Kunyomi: となる,となり = adjoin, nextdoor neighbor, adjoining",Guess the romaji equivalent of the Onyomi reading,Text
"hall, mansion, palace, temple, rear guard [**On**]","殿,デン,テン","Kunyomi: との,どの = mister,lord, mansion, place,Mr.",Guess the romaji equivalent of the Onyomi reading,Text
"(threeday) stay [**On**]","泊,ハク","Kunyomi: とまる,とめる = stay at, put up at, ride at anchor,lodge a person",Guess the romaji equivalent of the Onyomi reading,Text
"catch, arrest, capture [**On**]","捕,ホ","Kunyomi: とらえる,とらわれる,とる,つかまえる,つかまる = catch, arrest, capture,be caught, be captured,be arrested, be a slave to, be seized with",Guess the romaji equivalent of the Onyomi reading,Text
"take, hold, seize, catch, capture, fetch, receive, procure, obtain, adopt (a measure), engage (graduates), choose, order (foodstuffs), pick, pluck, make, produce, eat, set up (camp), charge, administer, transact, take (pains), make out (the meaning), remove, take off (one's hat), take out (spots), strike out (words), weed, catch (fish), deprive of, steal, capture (territory), annex, need, req","執,シツ,シュウ","Kunyomi: とる = take, hold, seize, catch, capture, fetch, receive, procure, obtain, adopt (a measure), engage (graduates), choose, order (foodstuffs), pick, pluck, make, produce, eat, set up (camp), charge, administer, transact, take (pains), make out (the meaning), remove, take off (one's hat), take out (spots), strike out (words), weed, catch (fish), deprive of, steal, capture (territory), annex, need, require, reserve (rooms), subscribe to, press (a point home), take (a picture), possess",Guess the romaji equivalent of the Onyomi reading,Text
"sigh [**On**]","嘆,タン","Kunyomi: なげく,なげかわしい = sigh, lament, moan, grieve, regret, deplore, sorrow,sad, wretched, deplorable",Guess the romaji equivalent of the Onyomi reading,Text
"slanting, oblique [**On**]","斜,シャ","Kunyomi: ななめ = slanting, diagonal, oblique, askew, unpleasant, disagreeable",Guess the romaji equivalent of the Onyomi reading,Text
"lead(metal) [**On**]","鉛,エン","Kunyomi: なまり = lead(metal)",Guess the romaji equivalent of the Onyomi reading,Text
"tear, sympathy [**On**]","涙,ルイ","Kunyomi: なみだ = tear, sympathy",Guess the romaji equivalent of the Onyomi reading,Text
"distress, illness [**On**]","悩,ノウ","Kunyomi: なやむ,なやます = worry, be troubled, be afflicted, be in pain,annoy, embarrass, afflict, worry, oppress, torment",Guess the romaji equivalent of the Onyomi reading,Text
"grasp, hold, make (sushi balls), assume (power), make (money), get (proof) [**On**]","握,アク","Kunyomi: にぎる = grasp, hold, make (sushi balls), assume (power), make (money), get (proof)",Guess the romaji equivalent of the Onyomi reading,Text
"flee, run away, escape, shirk, evade, back out [**On**]","逃,トウ","Kunyomi: にげる,にがす,のがす,のがれる = flee, run away, escape, shirk, evade, back out,let go, set free, let escape, miss (a chance),avoid",Guess the romaji equivalent of the Onyomi reading,Text
"uncleanness, wrong, muddiness, impurity, voicing marks, voiced sound, voiced consonant, unrefined sake [**On**]","濁,ダク","Kunyomi: にごる,にごす = be muddy, be impure, be voiced, be vague,make muddy, make cloudy, quibble, prevaricate",Guess the romaji equivalent of the Onyomi reading,Text
"dullness, slowness, foolishness [**On**]","鈍,ドン","Kunyomi: にぶい,にぶる = dull, slow, blunt (tool), dim (light), thick (voice),become dull, weaken",Guess the romaji equivalent of the Onyomi reading,Text
"boil, cook, be cooked, be boiled [**On**]","煮,シャ","Kunyomi: にる,にえる,にやす = boil, cook, be cooked, be boiled,boil, cook",Guess the romaji equivalent of the Onyomi reading,Text
"removing [**On**]","脱,ダツ","Kunyomi: ぬぐ,ぬげる = take off (clothes), undress,come off, slip off, slip down",Guess the romaji equivalent of the Onyomi reading,Text
"extract, unlock, pull out, root up, unsheathe, pilfer, quote, remove, omit, capture, outrun, shoot through [**On**]","抜,バツ","Kunyomi: ぬく,ぬける,ぬかす,ぬかる = extract, unlock, pull out, root up, unsheathe, pilfer, quote, remove, omit, capture, outrun, shoot through,come off, fall out, slip out, be omitted, be missing, be rid of, pass through, escape, be captured, withdraw, be less than,skip over,be careless, slip, make a mistake",Guess the romaji equivalent of the Onyomi reading,Text
"thief [**On**]","盗,トウ","Kunyomi: ぬすむ = steal, rob, pilfer",Guess the romaji equivalent of the Onyomi reading,Text
"swamp, lake [**On**]","沼,ショウ","Kunyomi: ぬま = swamp, bog, pond, lake",Guess the romaji equivalent of the Onyomi reading,Text
"sleep [**On**]","眠,ミン","Kunyomi: ねむる,ねむい = sleep, die,sleepy, drowsy, lethargic",Guess the romaji equivalent of the Onyomi reading,Text
"sleeping, resting, bed [**On**]","寝,シン","Kunyomi: ねる,ねかす = sleep, retire, be bedridden, lie down, lie idle, remain unsold,put to sleep, send to bed, lay down, let lie idle",Guess the romaji equivalent of the Onyomi reading,Text
"house counter [**On**]","軒,ケン","Kunyomi: のき = eaves",Guess the romaji equivalent of the Onyomi reading,Text
"ride, board, mount, get up on, spread (paints), be taken in, share in, join, be found in (a dictionary), feel like doing, be mentioned in, be in harmony with [**On**]","載,サイ","Kunyomi: のせる,のる = ride, board, mount, get up on, spread (paints), be taken in, share in, join, be found in (a dictionary), feel like doing, be mentioned in, be in harmony with,place, put, lay, set, let (one) take part, impose on, record, mention",Guess the romaji equivalent of the Onyomi reading,Text
"disgorge, vomit, belch, emit, give vent to, confess, tell (lies), speak [**On**]","吐,ト","Kunyomi: はく = disgorge, vomit, belch, emit, give vent to, confess, tell (lies), speak",Guess the romaji equivalent of the Onyomi reading,Text
"origin, end, point [**On**]","端,タン","Kunyomi: はし,は,はた = end, tip, edge, border, one side, corner, beginning, scrap of cloth,side",Guess the romaji equivalent of the Onyomi reading,Text
"shame, dishonor, disgrace, humiliation, insult [**On**]","恥,チ","Kunyomi: はじる,はじ,はじらう,はずかしい = shame, dishonor, disgrace, humiliation, insult,feel ashamed,feel shy, be coy, be bashful, blush,bashful, ashamed, coy, disgraceful, shameful",Guess the romaji equivalent of the Onyomi reading,Text
"separation [**On**]","離,リ","Kunyomi: はなれる,はなす = separate, part from, come off, become disjoined, digress, get free, become estranged, be (three miles) away, be separated (by three years), leave, quit, depart from,disconnect, sever, detach, keep apart, alienate, isolate, let go, release, set free",Guess the romaji equivalent of the Onyomi reading,Text
"leap, spring up, hop, jerk, prance, buck, bound, spatter, splash, snap, crack, sputter, close, be over [**On**]","跳,チョウ","Kunyomi: はねる,とぶ = leap, spring up, hop, jerk, prance, buck, bound, spatter, splash, snap, crack, sputter, close, be over,jump, spring, bound, vault, hop",Guess the romaji equivalent of the Onyomi reading,Text
"hanging scroll, picture, width, counter for scrolls [**On**]","幅,フク","Kunyomi: はば = width, breadth, range, difference (in price), power, influence",Guess the romaji equivalent of the Onyomi reading,Text
"beach, seashore, fishing village [**On**]","浜,ヒン","Kunyomi: はま = beach, seashore, fishing village",Guess the romaji equivalent of the Onyomi reading,Text
"clear out, sweep away, wipe off, brush off, drive away, banish, prune, parry, pay, dispose of, wield (a sword) sideways, show interest in [**On**]","払,フツ","Kunyomi: はらう = clear out, sweep away, wipe off, brush off, drive away, banish, prune, parry, pay, dispose of, wield (a sword) sideways, show interest in",Guess the romaji equivalent of the Onyomi reading,Text
"excellence, beauty [**On**]","秀,シュウ","Kunyomi: ひいでる = surpass, excel, tower above, rise to eminence",Guess the romaji equivalent of the Onyomi reading,Text
"head, counter (small animals), roll of cloth [**On**]","匹,ヒツ","Kunyomi: ひき = head, counter (small animals), roll of cloth",Guess the romaji equivalent of the Onyomi reading,Text
